policy_id,driver_age,gender,driving_experience,vehicle_make,vehicle_model,vehicle_type,vehicle_age,engine_capacity,vehicle_value,county,annual_mileage,previous_claims,claim_amount_history,no_claim_bonus,policy_type,accident_risk_index,theft_risk_index,driver_risk_score,premium_amount
9604,58,Female,38,Toyota,Prado,SUV,1,1000,7411994,Kisumu,11045,2,336878,0,Third Party,0.29,0.54,58.0,139129.91
9605,26,Female,5,Toyota,Harrier,Pickup,12,2000,7847003,Kilifi,12225,2,103524,1,Comprehensive,0.45,0.75,83.0,151455.04
9606,67,Male,48,Nissan,Navara,SUV,13,1800,5958733,Bungoma,29891,1,51788,0,Comprehensive,0.43,0.56,43.1,112630.99
9607,68,Male,41,Isuzu,Dmax,Pickup,18,1300,5346623,Kisumu,58740,1,159739,1,Comprehensive,0.38,0.42,38.3,96999.35
9608,40,Female,17,Subaru,Forester,Sedan,11,1800,1125852,Kisumu,17981,0,0,1,Comprehensive,0.2,0.88,41.1,31987.78
9609,63,Female,39,Mazda,CX5,Sedan,5,1500,7082986,Embu,18061,0,0,0,Third Party,0.64,0.63,37.8,128244.79
9610,45,Female,22,Mitsubishi,Pajero,Pickup,2,3000,9975183,Kilifi,21566,1,226979,0,Comprehensive,0.5,0.6,57.0,179927.74
9611,59,Female,30,Nissan,Note,SUV,8,3000,7129711,Kisumu,6443,0,0,1,Third Party,0.91,0.59,47.1,131495.66
9612,62,Male,37,Subaru,Impreza,Hatchback,16,1800,9046419,Mombasa,14336,1,211458,0,Comprehensive,0.84,0.27,52.1,163296.29
9613,41,Female,20,Subaru,Forester,Hatchback,17,1200,2709478,Kilifi,58874,3,439371,1,Third Party,0.83,0.82,103.3,82292.17
9614,64,Female,41,Honda,Fit,Sedan,12,1200,2181665,Kilifi,12825,1,108404,1,Comprehensive,0.52,0.46,45.3,52024.97
9615,62,Male,38,Subaru,Impreza,Sedan,1,1200,4041481,Nairobi,25036,0,0,1,Third Party,0.63,0.56,36.6,76872.21
9616,71,Female,53,Toyota,Prado,Hatchback,14,1000,7369721,Nyeri,54265,2,136744,0,Comprehensive,0.55,0.33,55.1,138795.82
9617,49,Female,28,Honda,Fit,SUV,16,1000,4375276,Nairobi,29903,0,0,0,Third Party,0.5,0.67,41.4,87029.14
9618,32,Male,8,Nissan,Xtrail,SUV,16,1500,1450262,Kajiado,31558,2,157326,1,Third Party,0.73,0.28,79.0,51703.93
9619,42,Female,14,Toyota,Harrier,Hatchback,12,1800,9063549,Kajiado,14434,0,0,1,Third Party,0.33,0.85,43.4,153003.23
9620,31,Female,9,Mitsubishi,Pajero,SUV,17,3000,4641852,Kericho,21409,2,94618,1,Comprehensive,0.4,0.51,74.2,99827.78
9621,29,Male,0,Honda,CRV,Sedan,4,3000,4550096,Bungoma,49215,0,0,0,Third Party,0.82,0.54,58.4,98951.44
9622,62,Male,36,Honda,Fit,SUV,15,2000,6760371,Nyeri,55420,2,44868,0,Third Party,0.66,0.68,69.9,139505.57
9623,32,Male,7,Nissan,Note,SUV,4,1800,4730629,Uasin Gishu,13248,2,415608,1,Third Party,0.59,0.67,82.6,102809.43
9624,68,Male,50,Honda,Fit,Hatchback,17,1500,2516192,Nairobi,9236,2,107948,0,Third Party,0.91,0.22,65.2,70592.88
9625,31,Male,10,Isuzu,Dmax,Hatchback,13,1000,6349696,Machakos,24655,0,0,1,Third Party,0.75,0.6,56.5,116495.44
9626,18,Female,0,Mazda,CX5,Hatchback,0,1200,2416113,Mombasa,32428,2,311712,1,Comprehensive,0.28,0.76,82.1,65041.7
9627,52,Male,23,Toyota,Axio,Pickup,14,1500,6968631,Meru,51151,0,0,0,Third Party,0.37,0.67,36.0,124479.46
9628,48,Male,20,Honda,Fit,Sedan,6,1300,9885474,Kisumu,54169,1,14170,1,Comprehensive,0.97,0.64,70.4,178232.11
9629,29,Male,1,Mitsubishi,Pajero,Sedan,19,1200,1855716,Uasin Gishu,44507,0,0,0,Comprehensive,0.61,0.87,58.7,55585.74
9630,28,Male,2,Mazda,CX5,SUV,3,1300,3567870,Machakos,30918,0,0,0,Third Party,0.87,0.96,68.8,85968.05
9631,58,Female,35,Toyota,Axio,Pickup,8,1300,1348714,Kakamega,29158,3,548361,1,Comprehensive,0.39,0.7,79.2,52580.71
9632,22,Female,1,Nissan,Navara,Sedan,8,1800,7974998,Kisumu,59315,2,310442,0,Comprehensive,0.85,0.7,96.0,161274.97
9633,59,Male,32,Nissan,Navara,Sedan,11,1500,2072132,Embu,14004,2,57884,0,Third Party,0.91,0.31,71.5,66631.98
9634,18,Female,0,Honda,CRV,Hatchback,9,1300,495842,Kajiado,7155,2,21090,0,Third Party,0.3,0.65,80.5,40437.63
9635,55,Female,37,Honda,CRV,SUV,16,1000,7810251,Bungoma,20595,1,63184,0,Comprehensive,0.67,0.87,62.5,148203.77
9636,54,Female,25,Subaru,Impreza,SUV,2,3000,3355105,Machakos,28392,0,0,0,Third Party,0.45,0.82,40.4,75776.57
9637,33,Female,4,Toyota,Harrier,Hatchback,15,1300,676327,Mombasa,41290,2,44292,0,Third Party,0.3,0.21,64.2,38344.9
9638,28,Female,10,Mazda,Demio,Pickup,0,1500,9657769,Kajiado,14398,3,606303,1,Comprehensive,0.22,0.64,87.9,176566.54
9639,38,Male,19,Subaru,Impreza,SUV,17,1500,1851123,Mombasa,36796,0,0,0,Comprehensive,0.85,0.64,56.8,55016.85
9640,35,Female,17,Mitsubishi,Outlander,Hatchback,4,1500,5227624,Nyeri,21921,2,311286,0,Comprehensive,0.57,0.77,82.5,114964.36
9641,46,Male,27,Mazda,Demio,Sedan,14,1300,1304297,Bungoma,26657,2,208806,0,Comprehensive,0.65,0.74,78.8,56014.46
9642,36,Female,16,Subaru,Impreza,Sedan,13,1000,1026264,Kakamega,39899,1,218705,0,Comprehensive,0.45,0.79,63.8,44443.96
9643,39,Male,10,Subaru,Impreza,Sedan,13,2500,4864589,Nyeri,38662,3,632769,1,Comprehensive,0.39,0.26,79.9,106418.83
9644,32,Female,10,Nissan,Note,Sedan,12,3000,1477089,Nyeri,6427,3,712365,1,Third Party,0.86,0.6,104.3,66056.33
9645,59,Male,32,Honda,Fit,Hatchback,7,1300,8915140,Machakos,7510,1,151515,1,Third Party,0.46,0.58,48.4,154227.1
9646,61,Male,33,Toyota,Axio,Pickup,15,1200,9358958,Kericho,46520,1,151248,1,Third Party,0.2,0.72,42.4,158284.37
9647,59,Male,34,Isuzu,Dmax,Pickup,3,1800,6480193,Embu,41711,2,49910,1,Comprehensive,0.93,0.25,70.9,127252.89
9648,28,Female,8,Subaru,Forester,Sedan,15,3000,7688880,Nairobi,39616,1,58940,0,Third Party,0.94,0.33,73.3,150933.2
9649,73,Female,50,Isuzu,Dmax,Sedan,6,1200,2969644,Machakos,17092,0,0,0,Comprehensive,0.98,0.94,49.2,73644.66
9650,19,Female,0,Mazda,CX5,SUV,7,1300,7565049,Nakuru,36179,2,273696,1,Comprehensive,0.28,0.74,81.2,142075.73
9651,69,Female,47,Nissan,Navara,Hatchback,9,1800,8502514,Kilifi,18150,1,170825,0,Comprehensive,0.33,0.61,40.1,149887.71
9652,54,Female,32,Toyota,Axio,Sedan,19,1000,1950122,Meru,6724,0,0,1,Comprehensive,0.9,0.48,47.1,49351.83
9653,34,Male,14,Honda,Fit,Sedan,18,1800,2195351,Nyeri,55357,3,715068,0,Comprehensive,0.82,0.28,95.7,74630.26
9654,64,Male,46,Nissan,Note,SUV,9,2000,1370599,Nairobi,57888,1,64484,1,Comprehensive,0.54,0.27,42.1,40758.99
9655,58,Female,36,Mitsubishi,Outlander,Sedan,2,3000,1931421,Nairobi,5645,2,353274,0,Comprehensive,0.64,0.77,73.1,67671.32
9656,55,Female,36,Mazda,CX5,SUV,0,2000,7268346,Kajiado,23748,2,345774,0,Comprehensive,0.55,0.33,63.1,141975.19
9657,69,Female,50,Mazda,Demio,Hatchback,11,3000,8915388,Uasin Gishu,47954,2,426112,1,Comprehensive,0.53,0.52,59.3,161880.82
9658,36,Male,17,Honda,Fit,Sedan,9,1500,8027418,Nyeri,12192,1,212620,0,Comprehensive,0.98,0.58,75.5,155211.27
9659,41,Female,16,Nissan,Navara,Sedan,18,3000,928401,Mombasa,40795,0,0,1,Third Party,1.0,0.51,57.2,40426.01
9660,73,Female,49,Nissan,Note,SUV,6,1000,5352187,Nakuru,20012,0,0,1,Third Party,0.59,0.39,26.5,93132.8
9661,44,Female,16,Nissan,Xtrail,SUV,16,2500,4564815,Mombasa,58132,1,222928,1,Comprehensive,0.87,0.46,65.8,98522.22
9662,22,Male,0,Subaru,Forester,SUV,2,2000,3001544,Mombasa,24789,1,120537,0,Comprehensive,0.24,0.72,63.1,74823.16
9663,62,Female,38,Mazda,Demio,Pickup,2,1000,4467091,Kiambu,53700,1,154891,0,Third Party,0.69,0.56,53.4,95156.36
9664,50,Male,25,Subaru,Impreza,Pickup,12,1200,9629908,Nairobi,50779,0,0,0,Comprehensive,0.44,0.28,31.3,161348.62
9665,44,Male,16,Isuzu,Dmax,Pickup,14,3000,5756241,Meru,30288,2,169330,0,Comprehensive,0.21,0.81,68.0,120993.61
9666,55,Female,35,Nissan,Note,Sedan,12,1200,3068162,Meru,39851,1,80195,0,Comprehensive,0.52,0.99,60.4,76222.43
9667,45,Female,21,Mazda,CX5,Hatchback,10,1500,8909649,Nyeri,18560,1,121219,1,Third Party,0.4,0.99,61.8,158444.73
9668,37,Male,18,Toyota,Axio,Hatchback,17,1500,4677933,Nairobi,50764,0,0,1,Third Party,0.7,0.8,56.0,91868.99
9669,48,Female,23,Mitsubishi,Outlander,Pickup,0,1000,3332576,Kericho,49296,0,0,1,Comprehensive,0.61,0.3,37.8,64838.64
9670,71,Male,49,Mitsubishi,Pajero,SUV,0,3000,7436992,Uasin Gishu,50000,4,331304,1,Comprehensive,0.71,0.64,96.1,155704.88
9671,62,Female,43,Mitsubishi,Outlander,Sedan,16,1200,6642654,Kakamega,25547,2,476808,1,Comprehensive,0.24,0.76,58.9,123539.81
9672,50,Male,27,Mazda,Demio,Pickup,1,1800,7156431,Bungoma,40385,2,173138,0,Comprehensive,0.49,0.73,71.8,141296.46
9673,73,Male,46,Mitsubishi,Pajero,SUV,19,1300,9039248,Machakos,48596,3,87117,1,Comprehensive,0.8,0.67,83.4,172688.72
9674,21,Female,2,Subaru,Impreza,Pickup,9,2500,790476,Nyeri,39287,1,50138,0,Comprehensive,0.39,0.85,70.7,45007.14
9675,57,Male,35,Toyota,Prado,Hatchback,12,1200,8721111,Kiambu,29099,3,76002,1,Comprehensive,0.82,0.77,94.0,170316.66
9676,55,Female,35,Subaru,Forester,Hatchback,17,1300,2328682,Mombasa,16703,1,17347,1,Third Party,0.21,0.34,38.1,48980.23
9677,62,Female,33,Nissan,Navara,SUV,11,1500,6506329,Machakos,17975,0,0,0,Comprehensive,0.93,0.41,42.6,122344.93
9678,47,Female,29,Nissan,Note,SUV,12,1300,5662823,Nakuru,46534,0,0,0,Third Party,0.65,0.68,47.1,108592.35
9679,46,Male,23,Subaru,Forester,SUV,8,1200,2349413,Nakuru,27553,0,0,1,Comprehensive,0.73,0.29,42.2,51791.19
9680,44,Male,22,Mazda,CX5,Hatchback,10,1300,8252268,Nyeri,42881,1,175516,0,Third Party,0.4,0.79,58.3,151484.02
9681,51,Female,27,Nissan,Note,Sedan,3,1500,1812652,Kericho,9664,0,0,0,Comprehensive,0.32,0.2,25.6,41289.78
9682,30,Female,4,Mazda,CX5,Hatchback,15,2000,4630358,Kiambu,17173,1,160916,0,Third Party,0.92,0.48,74.7,106655.37
9683,34,Female,9,Subaru,Impreza,SUV,11,3000,9869223,Kericho,37002,0,0,0,Comprehensive,0.4,0.78,48.1,173938.35
9684,49,Female,21,Subaru,Forester,SUV,8,3000,8367197,Nairobi,17725,3,455328,0,Comprehensive,0.93,0.21,90.1,170457.96
9685,50,Female,21,Toyota,Axio,Hatchback,16,2000,9500998,Nakuru,54386,2,246300,0,Comprehensive,0.47,0.89,74.4,181364.97
9686,67,Female,40,Nissan,Xtrail,Hatchback,0,2000,4820767,Mombasa,40222,2,199620,0,Third Party,0.24,0.68,54.8,103711.5
9687,65,Male,41,Nissan,Navara,Hatchback,10,1800,7835868,Kajiado,7823,0,0,0,Comprehensive,0.34,0.65,28.2,135038.02
9688,41,Female,23,Isuzu,Dmax,Hatchback,14,1300,6915585,Nakuru,55007,1,53415,1,Third Party,0.97,0.22,65.5,129183.77
9689,61,Male,41,Nissan,Note,SUV,3,1500,6864982,Kisumu,15319,2,219974,0,Third Party,0.29,0.7,59.7,132224.73
9690,71,Female,43,Toyota,Axio,Hatchback,13,2000,8114125,Kisumu,18264,1,230355,0,Comprehensive,0.93,0.56,56.1,155961.88
9691,52,Male,31,Toyota,Corolla,Sedan,18,1500,6913102,Nakuru,16995,1,56285,0,Comprehensive,0.4,0.89,56.3,131496.53
9692,64,Male,35,Subaru,Impreza,Hatchback,4,3000,2307429,Nakuru,47891,1,139528,1,Comprehensive,0.76,0.52,53.7,61711.43
9693,35,Male,15,Isuzu,Dmax,Hatchback,17,1200,9661516,Nakuru,55262,0,0,1,Comprehensive,0.4,0.9,50.0,163422.74
9694,36,Female,16,Subaru,Forester,Sedan,3,1500,7961681,Kericho,29866,2,309058,1,Comprehensive,0.42,0.63,74.7,147425.21
9695,73,Male,50,Subaru,Forester,SUV,1,1000,1771235,Mombasa,40539,1,231118,0,Comprehensive,0.77,0.52,49.5,54318.52
9696,49,Female,29,Subaru,Forester,Hatchback,12,1500,2849088,Kisumu,52115,1,67007,1,Comprehensive,0.78,0.7,65.4,69536.32
9697,44,Male,23,Isuzu,Dmax,Sedan,3,3000,6252878,Uasin Gishu,39621,1,114017,0,Third Party,0.51,0.78,61.4,125943.17
9698,40,Male,19,Toyota,Axio,SUV,15,3000,1436321,Mombasa,12480,2,42622,0,Comprehensive,0.47,0.59,73.4,57594.82
9699,25,Male,0,Toyota,Corolla,Pickup,11,2500,1650881,Kericho,54269,2,75210,0,Comprehensive,0.83,0.86,97.1,70813.21
9700,37,Male,19,Mazda,Demio,Hatchback,8,2000,1846529,Nyeri,44918,1,224308,1,Comprehensive,0.5,0.41,57.2,51397.93
9701,50,Female,30,Mitsubishi,Outlander,Hatchback,8,2500,9026142,Kisumu,10724,0,0,1,Third Party,0.21,0.72,33.2,150742.13
9702,63,Male,42,Subaru,Impreza,Sedan,3,1800,475296,Kericho,44397,1,35559,1,Third Party,0.92,0.96,67.8,37329.44
9703,35,Female,10,Honda,Fit,Hatchback,19,2000,6163647,Kiambu,55498,1,243453,0,Third Party,0.88,0.44,70.2,128054.71
9704,61,Female,40,Mitsubishi,Outlander,Sedan,8,2500,9096702,Kajiado,29885,0,0,0,Third Party,0.8,0.78,46.6,165250.53
9705,35,Male,8,Nissan,Note,SUV,18,2000,6504553,Meru,31030,0,0,1,Third Party,0.39,0.65,44.7,117118.29
9706,29,Female,4,Isuzu,Dmax,Hatchback,19,1500,3023961,Kericho,44089,1,156183,0,Third Party,0.75,1.0,80.5,82209.42
9707,57,Female,37,Isuzu,Dmax,Pickup,17,1300,9149529,Machakos,22267,1,131788,0,Third Party,0.93,0.36,59.1,167092.93
9708,40,Male,16,Mazda,CX5,Pickup,18,2000,6342646,Meru,24261,1,73203,0,Third Party,0.42,0.53,55.7,124139.69
9709,33,Female,11,Isuzu,Dmax,Sedan,11,1800,3032302,Meru,58248,1,142696,1,Third Party,0.22,0.93,61.2,67984.53
9710,48,Male,20,Subaru,Impreza,Pickup,8,1500,7380408,Kiambu,8893,2,358738,1,Third Party,0.52,0.74,73.9,140906.12
9711,44,Female,20,Toyota,Harrier,Sedan,5,1300,1419021,Kericho,6438,1,248215,1,Comprehensive,0.61,0.42,57.2,43635.32
9712,54,Male,26,Honda,Fit,Sedan,1,2500,753344,Kericho,22570,2,261616,0,Third Party,0.31,0.22,54.2,40550.16
9713,59,Male,32,Mitsubishi,Pajero,SUV,13,1000,7648644,Embu,7925,1,157490,1,Comprehensive,0.82,0.89,65.4,143729.66
9714,57,Male,37,Mazda,CX5,SUV,14,3000,4705817,Mombasa,18990,0,0,0,Third Party,0.41,1.0,41.3,96037.26
9715,27,Female,3,Honda,CRV,SUV,14,1200,3629777,Nyeri,18743,1,134997,1,Third Party,0.66,0.5,68.8,80046.65
9716,33,Male,14,Isuzu,Dmax,Hatchback,7,1000,3804964,Kakamega,56421,0,0,0,Third Party,0.92,0.41,56.8,83574.46
9717,29,Male,9,Honda,CRV,Sedan,7,1300,1810983,Kiambu,48111,1,236334,0,Comprehensive,0.25,0.79,61.3,53914.74
9718,52,Male,24,Toyota,Axio,Hatchback,14,1200,801928,Kericho,9345,0,0,0,Third Party,0.28,0.59,31.7,29728.92
9719,26,Male,6,Mitsubishi,Pajero,Hatchback,12,1500,1861631,Nakuru,36876,0,0,1,Third Party,0.46,0.25,43.3,41724.46
9720,32,Female,6,Mazda,Demio,Pickup,17,2500,5656821,Uasin Gishu,37983,2,444434,1,Third Party,1.0,0.68,95.1,126052.32
9721,36,Female,14,Mitsubishi,Pajero,Hatchback,18,1200,7022798,Machakos,58056,1,27296,0,Third Party,0.96,0.54,74.1,139741.97
9722,68,Male,49,Honda,Fit,Hatchback,17,1500,8726754,Nakuru,44104,0,0,1,Comprehensive,0.76,0.69,40.1,149301.31
9723,38,Female,20,Subaru,Forester,SUV,3,1000,1691749,Kakamega,15779,0,0,1,Comprehensive,0.25,0.9,44.0,41126.24
9724,59,Female,32,Subaru,Forester,Pickup,16,1800,3138816,Nairobi,12316,4,257864,0,Comprehensive,0.95,0.6,108.5,98132.24
9725,35,Male,6,Subaru,Forester,Hatchback,5,1000,9048705,Machakos,37870,1,136647,1,Comprehensive,0.37,0.66,59.3,158280.57
9726,68,Male,48,Mitsubishi,Pajero,SUV,8,1500,7309922,Bungoma,14115,1,148440,1,Comprehensive,0.56,0.36,42.5,127848.83
9727,43,Male,17,Mitsubishi,Pajero,Pickup,2,1000,8115235,Kisumu,14082,2,52006,0,Third Party,0.7,0.7,81.0,159528.52
9728,62,Male,38,Honda,CRV,SUV,0,1200,2908117,Kajiado,40230,1,10162,1,Comprehensive,0.52,0.49,46.9,63521.76
9729,65,Male,37,Honda,Fit,Sedan,19,1200,7521956,Uasin Gishu,41253,2,105502,1,Comprehensive,0.76,0.31,64.0,140629.34
9730,62,Female,38,Mitsubishi,Pajero,Sedan,14,1500,7550391,Mombasa,8740,1,104546,0,Third Party,0.86,0.46,56.5,142955.86
9731,55,Male,29,Mazda,Demio,Pickup,0,2500,7847424,Nakuru,7359,0,0,1,Third Party,0.36,0.6,32.8,134211.36
9732,18,Female,0,Nissan,Navara,Sedan,4,1000,9014412,Bungoma,35348,1,217362,0,Third Party,0.24,0.45,59.7,159316.18
9733,62,Male,39,Isuzu,Dmax,SUV,4,1300,7510106,Uasin Gishu,6035,0,0,1,Comprehensive,0.58,0.3,29.9,125451.59
9734,65,Male,43,Toyota,Harrier,SUV,14,3000,3102751,Mombasa,16193,0,0,0,Third Party,0.92,0.77,48.0,76741.26
9735,56,Male,29,Isuzu,Dmax,Pickup,15,1800,1545055,Nyeri,31387,0,0,1,Comprehensive,0.28,0.58,29.5,35275.82
9736,37,Male,17,Mazda,Demio,Hatchback,11,1200,348794,Kakamega,12529,1,236692,1,Third Party,0.25,0.46,50.7,22881.91
9737,71,Male,42,Mazda,Demio,SUV,3,2500,6447847,Bungoma,49046,3,60711,0,Comprehensive,0.4,0.56,70.2,135117.71
9738,65,Male,42,Toyota,Corolla,Sedan,11,3000,6801734,Kiambu,39893,2,455620,1,Third Party,0.92,0.8,78.6,139626.01
9739,33,Male,10,Honda,CRV,SUV,4,1500,9851015,Kisumu,42120,1,135967,1,Comprehensive,0.58,0.42,61.8,170665.23
9740,20,Female,0,Toyota,Prado,SUV,10,1300,3871635,Machakos,37830,1,61892,0,Third Party,0.42,0.93,73.7,89674.52
9741,39,Female,13,Mitsubishi,Outlander,Sedan,9,2500,2583004,Nyeri,51574,2,357518,0,Comprehensive,0.33,0.2,61.9,69395.06
9742,37,Male,11,Toyota,Corolla,SUV,10,1500,6754081,Bungoma,59593,1,130943,0,Third Party,0.73,0.74,70.7,134561.21
9743,22,Male,0,Nissan,Xtrail,Pickup,15,2000,2512166,Nairobi,46496,2,215168,1,Comprehensive,0.83,0.56,92.6,75732.49
9744,39,Male,19,Subaru,Impreza,Hatchback,11,2000,5465485,Nyeri,38834,2,364240,1,Third Party,0.99,0.48,87.3,119732.27
9745,60,Male,35,Mitsubishi,Outlander,Pickup,6,1000,6200677,Kiambu,6961,2,195160,1,Comprehensive,0.52,0.25,58.1,116810.15
9746,55,Female,36,Isuzu,Dmax,SUV,16,1500,506787,Kakamega,50768,1,214974,1,Comprehensive,0.81,0.36,56.5,30751.81
9747,26,Female,3,Isuzu,Dmax,Sedan,2,1000,3261084,Kericho,55597,0,0,1,Comprehensive,0.58,0.57,53.3,68016.26
9748,49,Female,21,Mazda,CX5,Sedan,4,1300,9265107,Kericho,57742,1,184460,1,Comprehensive,0.37,1.0,59.1,163426.6
9749,26,Male,5,Toyota,Axio,Hatchback,10,2000,2244763,Uasin Gishu,47242,1,59994,1,Third Party,0.4,0.66,64.7,59771.44
9750,42,Male,16,Isuzu,Dmax,Hatchback,13,1800,3253482,Bungoma,43574,1,204849,1,Third Party,0.53,0.42,55.8,70352.23
9751,36,Male,17,Mitsubishi,Outlander,Pickup,14,1300,8713731,Machakos,5756,1,242667,0,Third Party,0.56,0.22,55.7,155605.96
9752,47,Male,29,Isuzu,Dmax,Pickup,19,1000,7279708,Nyeri,33717,0,0,0,Third Party,0.62,0.23,37.2,127895.62
9753,67,Female,40,Honda,Fit,SUV,2,2500,4583210,Kakamega,21969,2,343046,1,Comprehensive,0.27,0.76,57.3,96398.15
9754,32,Female,8,Honda,Fit,Hatchback,1,1800,2989627,Kisumu,31046,1,90610,1,Comprehensive,0.81,0.95,79.8,76694.4
9755,43,Male,22,Mitsubishi,Outlander,Hatchback,3,1300,7039497,Embu,17501,1,247146,1,Third Party,0.75,0.84,70.3,134042.46
9756,48,Female,29,Honda,Fit,Hatchback,7,1500,4688380,Machakos,13405,2,437500,0,Comprehensive,0.76,0.6,78.3,106825.7
9757,27,Male,1,Honda,CRV,Sedan,0,1200,5040798,Nakuru,40595,1,123480,1,Third Party,0.4,0.91,69.2,101611.97
9758,57,Female,37,Isuzu,Dmax,Sedan,10,2000,6961293,Meru,46246,1,128740,1,Third Party,0.8,0.46,57.2,131319.39
9759,57,Male,33,Nissan,Navara,Sedan,16,1200,9850837,Kericho,50666,0,0,1,Third Party,0.61,0.99,47.1,168512.55
9760,70,Female,48,Subaru,Forester,Hatchback,7,1300,3025123,Embu,48456,0,0,0,Comprehensive,0.32,0.36,19.3,58976.85
9761,60,Female,37,Mazda,Demio,SUV,0,1300,7306387,Kilifi,42576,0,0,0,Third Party,0.82,0.73,46.7,135495.8
9762,33,Female,7,Toyota,Axio,Hatchback,9,3000,3367707,Kiambu,59667,1,61933,0,Third Party,0.59,0.25,58.7,80165.6
9763,52,Female,29,Mazda,Demio,SUV,18,1200,6406493,Nyeri,44362,0,0,1,Comprehensive,0.42,0.62,36.5,110697.39
9764,39,Male,19,Nissan,Navara,Hatchback,11,1000,8051831,Kisumu,44065,0,0,1,Comprehensive,0.69,0.34,45.5,137627.46
9765,67,Male,44,Mazda,Demio,Sedan,15,1200,4459095,Kakamega,14823,3,578022,1,Comprehensive,0.56,0.47,75.2,98586.43
9766,41,Male,20,Mazda,CX5,SUV,6,1500,7343710,Kakamega,32366,0,0,0,Third Party,0.67,0.91,55.3,137305.65
9767,69,Male,49,Mitsubishi,Outlander,SUV,13,1200,8445133,Nakuru,22214,1,108128,1,Third Party,0.3,0.63,39.6,143576.99
9768,66,Male,40,Mazda,Demio,SUV,5,1800,6822937,Kisumu,33052,0,0,0,Third Party,0.74,0.9,44.7,128444.05
9769,62,Female,40,Mitsubishi,Outlander,SUV,2,1000,7928277,Kiambu,25105,0,0,0,Comprehensive,0.76,0.96,48.5,145924.15
9770,65,Male,40,Honda,CRV,Pickup,0,1800,8769697,Bungoma,43695,1,46598,0,Comprehensive,0.91,0.38,54.9,160995.45
9771,71,Female,46,Mitsubishi,Outlander,Sedan,19,1300,3691597,Uasin Gishu,30562,2,441448,1,Comprehensive,0.79,0.67,69.1,86323.95
9772,36,Male,13,Honda,Fit,Hatchback,18,1000,1825725,Kisumu,37424,2,201852,0,Comprehensive,0.69,0.4,78.2,62435.88
9773,73,Female,48,Mazda,CX5,Sedan,19,3000,762709,Kakamega,19849,1,30022,0,Comprehensive,0.29,0.99,44.5,39890.64
9774,48,Male,21,Mitsubishi,Pajero,Sedan,11,3000,5583961,Nakuru,12867,0,0,1,Third Party,0.58,0.46,40.1,102959.41
9775,73,Male,53,Isuzu,Dmax,Hatchback,5,1200,9904279,Kericho,26501,2,490508,1,Third Party,0.94,0.49,69.0,179264.18
9776,72,Male,54,Mazda,CX5,Sedan,19,2500,9166098,Machakos,20901,2,118068,0,Comprehensive,0.58,0.71,63.1,172891.47
9777,20,Male,1,Mitsubishi,Outlander,Hatchback,14,1200,6178004,Kilifi,17888,1,17236,0,Third Party,0.33,0.4,60.4,117520.06
9778,74,Male,45,Mazda,Demio,Sedan,1,1800,9700939,Mombasa,5897,2,21918,1,Third Party,0.36,0.25,46.3,165914.08
9779,25,Female,5,Mazda,CX5,Sedan,12,1800,3649194,Nakuru,34802,1,236606,1,Comprehensive,0.63,0.31,65.1,77787.91
9780,60,Male,33,Subaru,Impreza,SUV,5,1500,7426905,Nairobi,41604,1,230459,0,Comprehensive,0.9,0.93,68.1,146903.58
9781,52,Male,31,Toyota,Corolla,Sedan,7,1200,2288107,Mombasa,38906,2,326620,1,Third Party,0.62,0.64,72.9,63921.6
9782,64,Male,44,Isuzu,Dmax,Hatchback,8,1500,9836111,Kakamega,29763,1,124482,0,Comprehensive,0.24,0.6,39.7,168741.67
9783,67,Female,39,Subaru,Forester,Pickup,9,1000,3322576,Bungoma,15048,0,0,0,Third Party,0.25,0.57,22.9,65388.64
9784,60,Male,38,Subaru,Forester,SUV,5,2000,1700318,Meru,25374,0,0,1,Comprehensive,0.61,0.93,44.4,48154.77
9785,26,Male,7,Subaru,Forester,Hatchback,17,1800,6307154,Nakuru,57190,1,142701,1,Comprehensive,0.37,0.4,58.6,114457.31
9786,73,Female,55,Mazda,CX5,Hatchback,8,1500,7602447,Machakos,27994,0,0,1,Third Party,0.46,0.36,22.0,124036.71
9787,59,Male,34,Subaru,Impreza,Hatchback,11,3000,2266303,Nyeri,15962,1,216601,1,Comprehensive,0.89,0.3,55.7,60944.54
9788,39,Male,19,Isuzu,Dmax,Pickup,1,3000,3256714,Embu,30750,1,221597,1,Comprehensive,0.42,0.72,60.0,74450.71
9789,64,Female,44,Toyota,Prado,Pickup,18,2000,2591471,Kilifi,10195,2,92126,1,Comprehensive,0.8,0.96,78.7,76072.07
9790,22,Male,3,Mazda,CX5,SUV,18,3000,323167,Kilifi,41570,3,397344,0,Third Party,0.91,0.82,115.2,57397.51
9791,32,Male,3,Subaru,Impreza,SUV,17,1800,3435871,Nakuru,18351,0,0,0,Comprehensive,0.9,0.65,61.5,81238.07
9792,52,Male,27,Isuzu,Dmax,Pickup,19,2500,5985694,Kisumu,43804,2,61634,1,Third Party,0.79,0.92,83.6,128135.41
9793,18,Female,0,Subaru,Impreza,Sedan,0,3000,9066504,Kiambu,54621,0,0,1,Third Party,0.89,0.3,61.2,160347.56
9794,64,Male,40,Isuzu,Dmax,Sedan,7,1500,3315813,Uasin Gishu,40387,0,0,0,Comprehensive,0.6,0.89,41.3,73637.2
